Cell,Formula
BH89,"=IFERROR(IF($C89=""Top WS"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AP89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""WS SF"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AP89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""WS WH"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AP89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""SF WH"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AP89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BI89,"=IFERROR(IF($C89=""Top WS"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AK89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""WS SF"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AK89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""WS WH"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AK89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""SF WH"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AK89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BJ89,"=IFERROR(IF($C89=""Top WS"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AL89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""WS SF"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AL89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""WS WH"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AL89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""SF WH"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AL89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BK89,"=IFERROR(IF($C89=""Top WS"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AM89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""WS SF"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AM89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""WS WH"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AM89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C89=""SF WH"",VLOOKUP($B89,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AM89,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BM89,"=VLOOKUP(VLOOKUP(A89,ASTBase!E:S,13,FALSE),ASTBase!F:P,11,FALSE)"
BN89,"=INDEX(AN89:AY89,,Period!$D$2)"
P90,"=SUMIFS(Actual!C:C,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
Q90,"=SUMIFS(Actual!D:D,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
R90,"=SUMIFS(Actual!E:E,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
S90,"=SUMIFS(Actual!F:F,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
T90,"=SUMIFS(Actual!G:G,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
U90,"=SUMIFS(Actual!H:H,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
V90,"=SUMIFS(Actual!I:I,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
W90,"=SUMIFS(Actual!J:J,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
X90,"=SUMIFS(Actual!K:K,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
Y90,"=SUMIFS(Actual!L:L,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
Z90,"=SUMIFS(Actual!M:M,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
AA90,"=SUMIFS(Actual!N:N,Actual!$A:$A,'3)Target & Cal'!$A90,Actual!$B:$B,'3)Target & Cal'!$B90)"
AB90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AB$2,FALSE)=""Shortage"",1,IFERROR(ROUND(P90/D90,4),0)),IFERROR(ROUND(P90/D90,4),0))"
AC90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AC$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Q90/E90,4),0)),IFERROR(ROUND(Q90/E90,4),0))"
AD90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AD$2,FALSE)=""Shortage"",1,IFERROR(ROUND(R90/F90,4),0)),IFERROR(ROUND(R90/F90,4),0))"
AE90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AE$2,FALSE)=""Shortage"",1,IFERROR(ROUND(S90/G90,4),0)),IFERROR(ROUND(S90/G90,4),0))"
AF90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AF$2,FALSE)=""Shortage"",1,IFERROR(ROUND(T90/H90,4),0)),IFERROR(ROUND(T90/H90,4),0))"
AG90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AG$2,FALSE)=""Shortage"",1,IFERROR(ROUND(U90/I90,4),0)),IFERROR(ROUND(U90/I90,4),0))"
AH90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AH$2,FALSE)=""Shortage"",1,IFERROR(ROUND(V90/J90,4),0)),IFERROR(ROUND(V90/J90,4),0))"
AI90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AI$2,FALSE)=""Shortage"",1,IFERROR(ROUND(W90/K90,4),0)),IFERROR(ROUND(W90/K90,4),0))"
AJ90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AP$2,FALSE)=""Shortage"",1,IFERROR(ROUND(X90/L90,4),0)),IFERROR(ROUND(X90/L90,4),0))"
AK90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AK$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Y90/M90,4),0)),IFERROR(ROUND(Y90/M90,4),0))"
AL90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AL$2,FALSE)=""Shortage"",1,IFERROR(ROUND(Z90/N90,4),0)),IFERROR(ROUND(Z90/N90,4),0))"
AM90,"=IFERROR(IF(VLOOKUP($B90,Shortage!$A:$M,AM$2,FALSE)=""Shortage"",1,IFERROR(ROUND(AA90/O90,4),0)),IFERROR(ROUND(AA90/O90,4),0))"
AN90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AB90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AB90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AB90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AB90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AO90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AC90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AC90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AC90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AC90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AP90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AD90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AD90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AD90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AD90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AQ90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AE90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AE90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AE90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AE90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AR90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AF90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AF90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AF90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AF90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AS90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AG90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AG90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AG90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AG90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AT90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AH90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AH90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AH90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AH90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AU90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AI90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AI90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AI90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AI90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AV90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AP90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AP90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AP90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AP90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AW90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AK90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AK90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AK90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AK90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AX90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AL90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AL90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AL90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AL90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AY90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$4:$M$4,HLOOKUP(AM90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$32:$M$32,HLOOKUP(AM90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$62:$M$62,HLOOKUP(AM90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP(""GOAL"",'2) หลักการคำนวน Table'!$D$92:$M$92,HLOOKUP(AM90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
AZ90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AB90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AB90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AB90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AB90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BA90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AC90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AC90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AC90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AC90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BB90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AD90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AD90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AD90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AD90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BC90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AE90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AE90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AE90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AE90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BD90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AF90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AF90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AF90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AF90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BE90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AG90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AG90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AG90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AG90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BF90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AH90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AH90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AH90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AH90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BG90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AI90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AI90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AI90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AI90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BH90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AP90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AP90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AP90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AP90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BI90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AK90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AK90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AK90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AK90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
BJ90,"=IFERROR(IF($C90=""Top WS"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$5:$M$20,HLOOKUP(AL90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS SF"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$33:$M$48,HLOOKUP(AL90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""WS WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$63:$M$78,HLOOKUP(AL90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0),
IF($C90=""SF WH"",VLOOKUP($B90,'2) หลักการคำนวน Table'!$D$93:$M$108,HLOOKUP(AL90,'2) หลักการคำนวน Table'!$D$1:$M$5,5,TRUE),0))))),0)"
